nr_isbn13,nr_egzemplarza,tytul,nr_edycji,autor,rok_wydania,czy_dostepne_online,liczba_stron,id_kategorii,id_filii
978-1-4090-7812-8,1,Dokładnie mieszkać opieka czyli strój świątynia,5,pani Sandra Drela,1995,False,344,23,2
978-0-9985833-6-5,3,Czarny kształt brązowy dokonywać ponownie,2,Daniel Stępka,1978,True,571,33,5
978-1-5116-1780-2,3,Dawno strumień dach,1,Robert Domek,1979,False,836,7,5
978-1-389-99465-4,3,Istnienie zwolennik autor trudność seksualny gorączka nieszczęście,5,Jacek Dynia,1985,True,,23,10
978-1-392-54143-2,1,Światło główny gdzieś sieć użytkownik cały,4,Oskar Reszke,1977,False,795,29,2
978-0-02-279878-9,1,Udać Się skutek poprzedni dlatego wchodzić telefon,,Radosław Gryga,1959,True,,25,4
978-0-460-99247-3,3,Motyl zdolny organizacja starożytny autobus serce w celu,5,Agnieszka Listwan,2011,True,,5,8
978-1-248-85879-0,2,Tor praktyka przychodzić królestwo liść styczeń mocno,3,Julianna Ziemak,2019,False,539,12,5
978-1-56899-535-9,1,Przyjąć pogoda Rumunia,4,pan Karol Białous,1997,False,192,43,5
978-0-245-50771-7,1,Ponownie po prostu,,Anita Wajer,1982,True,989,25,10
978-1-62419-153-4,2,Część przebywać św,1,pani Julita Palonek,1998,True,411,3,1
978-0-7942-4637-2,2,Budynek obok projekt godzina,1,pani Malwina Masłoń,1973,False,994,25,5
978-1-4022-1625-1,2,Od atak plama jeden,,Emil Sankiewicz,1980,False,171,34,7
978-1-870695-94-7,3,Nauczyciel noga dobro sześćdziesiąt pustynia drzewo własność,,Oliwier Bors,1953,True,903,24,6
978-1-78419-849-7,1,Powinien zewnętrzny polityka,4,Julianna Hrynkiewicz,1966,False,587,44,7
978-0-7623-2187-2,3,Drobny historia diabeł kościół japoński,,pan Mariusz Staciwa,1985,False,324,24,6
978-1-63974-335-3,1,Pająk ciepło figura gospodarczy,3,Monika Kamyszek,2000,False,229,30,5
978-1-298-23622-7,2,Pusty piętnaście żydowski internetowy dlatego stosunek typ góra,5,Maciej Engel,2006,False,510,27,8
978-1-4298-9199-8,2,Z Krwi I Kości owca właściciel,2,Dorota Bancerz,2006,True,,8,8
978-0-510-30563-5,2,Czterdzieści urodzenie chleb,,Karina Parda,1979,False,,38,4
978-0-19-228049-7,3,Rasa prywatny chcieć uczeń piąty stan nad,2,Nela Szajner,2021,True,987,22,6
978-1-03-222669-9,2,Warstwa dobry,2,Olgierd Polnik,2014,True,201,22,8
978-0-14-969291-5,2,Rodzic moment,4,Maciej Kamyk,1963,True,750,7,1
978-1-7383371-7-0,3,Napój rzadki ciepły przejaw wywołać wrócić stanowisko smutny,,Ewelina Orszulik,2007,True,773,7,7
978-1-932180-87-9,1,Pogląd ozdoba samica obywatelka,5,Klara Stiller,1963,True,744,18,10
978-1-243-41212-6,3,Nagły wewnętrzny serce stać ząb spór rok jeden,1,Malwina Woda,2016,True,146,39,1
978-0-513-95281-2,3,Sukienka mama grób skład postępowanie dokładny przyjemny dziewięć stać,1,Łukasz Ograbek,1980,False,235,19,8
978-0-7493-2885-6,2,Operacja łyżka przez oddawać odzież przyprawa,,Fabian Sadlak,1957,True,619,24,3
978-1-932915-73-0,2,Ślub Anglia pragnienie przychodzić zwykle noga lek powszechny być ząb,3,Sandra Hojka,2018,True,680,19,2
978-0-7480-4152-7,3,Promień urzędnik pomarańczowy złoto telewizja uznawać dorosły,,pan Oliwier Połetek,2019,False,599,11,6
978-1-365-57188-6,2,Ani wejść termin prasa tu obecny zasada,,Marcel Giel,2018,True,593,37,2
978-1-72741-427-1,3,Planeta postawić lis zimny fałszywy dziewięćdziesiąt piasek tradycja,,pani Nicole Kupaj,1998,True,919,25,1
978-0-12-677800-7,2,Zdanie jeden dodać,,pani Blanka Mazik,1952,True,327,40,5
978-0-03-522144-1,3,Rozpocząć spadek prasa,,Anastazja Wiencek,2023,True,778,13,6
978-0-8361-0883-5,2,Pojechać potrafić,4,Patryk Kołodziejak,1978,True,,37,7
978-1-59576-335-8,2,Charakterystyczny znów ślub nastrój,4,Jan Mendak,1977,False,698,17,3
978-1-374-95019-1,1,Biuro próbować katolicki chemiczny 50,5,Franciszek Stróż,2010,True,,27,8
978-1-57071-019-3,2,Świeży ktoś,2,Oskar Wojniak,2010,True,872,27,3
978-0-86630-292-0,3,Ozdoba przedmiot dzień kraina,4,pani Ida Berg,1956,False,638,8,3
978-0-663-29148-9,2,Międzynarodowy szósty rozwiązanie ukraiński górny,1,pani Kalina Krzykała,2024,False,112,49,5
978-0-12-951696-5,1,O projekt,,Błażej Minkina,1969,False,493,16,9
978-1-397-56015-5,1,Kamień lewy,2,Angelika Danel,2019,False,446,45,5
978-0-07-164971-1,1,Wszystkie czynność trzy obiekt fragment,,Natasza Hallmann,1950,False,534,19,9
978-1-154-69330-0,1,Ziemniak diabeł dawać wydać głupiec z krwi i kości przyrząd dawny tworzyć łódź,4,Janina Kozłowicz,1981,False,,21,8
978-0-920093-97-9,3,Budowa gdzieś gwiazdozbiór lęk źle,4,Mikołaj Haraburda,1958,True,451,9,2
978-0-7439-7445-5,2,Stopa kaczka klucz lis użyć poza butelka,1,Dagmara Szymała,2019,True,672,27,10
978-0-513-69292-3,2,? owca bawić się paliwo ludowy cena rząd,,pani Anita Golczyk,2012,True,391,2,5
978-1-995272-21-4,2,Znów,5,pan Maurycy Dudczak,1964,False,718,5,1
978-0-14-348552-0,2,Ogród dwudziesty włosy,,Antoni Groborz,1974,False,365,17,6
978-1-294-70125-5,2,Malować ile błąd dać wada,2,Iwo Cyroń,2024,True,819,3,8
978-1-282-46562-6,3,Cisza podział muzyk przedsiębiorstwo zbudować bronić szary gniazdo,5,Jakub Kukier,1997,False,897,15,2
978-1-65917-175-4,1,Posiłek powieść metr,5,Ida Ziemkiewicz,1977,False,679,38,3
978-0-10-177944-9,2,Teatr dzień rok robić nocny krótki określenie ich rzucać,,Piotr Hejna,2023,True,,5,1
978-1-4561-5463-9,3,Ich system chłopak gałąź szósty,3,Karol Lelito,2014,True,321,24,6
978-1-00-374906-6,2,Czynnik postawić ciągle krok,2,Gabriel Barłóg,2025,False,946,9,6
978-1-55530-292-4,1,Fotografia sądzić by pytanie wreszcie co krzyż,5,Alan Kamieniak,1968,True,324,33,2
978-0-411-51142-5,1,Gołąb rasa brzeg radość zatoka,5,Malwina Kwarciak,1966,True,430,49,4
978-1-9780-9736-0,1,Włożyć odważny słowo samochodowy użyć,3,Nikodem Kołpak,1978,False,855,49,8
978-1-4204-7661-3,3,Małpa noc jądro sala osobisty,4,pani Adrianna Szela,1984,True,,9,3
978-0-12-316514-5,1,Banknot nieść scena,1,Adrianna Wlaźlak,1960,False,984,32,2
978-1-4765-7473-8,1,Okrągły pojęcie trwać malować wybitny ser połączyć przyjmować,2,Igor Duniec,1966,True,798,42,5
978-1-241-38823-2,3,Otrzymać reakcja dziura,5,pan Robert Jędraszek,1986,False,563,40,1
978-1-997402-12-1,1,Łuk całkowity należy ten sam jesień,,Antoni Dryka,1976,False,287,29,6
978-1-251-72700-7,1,Wewnątrz brak wóz król,3,pani Adrianna Kurpisz,1964,True,128,6,5
978-1-80299-091-1,1,Zewnętrzny litera podłoga las,4,Leonard Skup,1989,False,525,19,2
978-1-919716-51-0,1,Wiedzieć ono poruszać ciepły reakcja iść podać,3,Szymon Cebulak,2012,True,637,7,5
978-0-12-352284-9,1,Zająć polityczny zobaczyć trochę,,pan Mariusz Dubis,1990,False,299,17,1
978-1-86094-090-3,3,Zamek związany siostra,1,Bruno Jankowicz,1987,False,874,42,7
978-0-9698423-1-6,3,Dar spokój umrzeć nikt,,Fryderyk Nieborak,1960,False,961,38,10
978-1-03-120545-9,1,Leczenie liczba Niemcy,1,Apolonia Neugebauer,2003,False,806,46,2
978-0-676-19222-3,1,Mierzyć bo grób usługa,5,Grzegorz Wojtyna,1971,False,446,22,5
978-1-162-75244-0,2,Dziadek Węgry Niemcy 1000 żydowski,5,Sylwia Lizurej,1981,False,373,17,8
978-0-86522-871-9,1,1000 kosz skala łuk,5,Tola Piersa,1972,True,942,43,7
978-0-8256-2141-3,3,Przybyć bić narząd pojazd skłonność,1,pani Olga Nikołajuk,1995,True,421,49,8
978-1-57332-179-2,1,Umysł sprawiać drobny,,Tola Prokopiak,2012,True,784,32,4
978-0-578-57499-8,2,Lekarz płyn zamek całkowicie zły chrześcijaństwo Ukraina modlitwa lęk,5,Piotr Smagała,1953,False,438,29,6
978-1-76446-064-4,1,Móc położyć zamek łączyć impreza dwudziesty świat,,pan Mateusz Famuła,1955,False,291,11,4
978-0-10-377246-2,1,Gdzieś ząb komórka zwolennik że rozpocząć pochodzenie ludzki księżyc,5,Maks Dybaś,2004,True,110,49,8
978-0-9738766-3-5,1,Tradycja następny po prostu efekt szpital,,Maciej Śmieja,2010,True,752,25,9
978-0-7047-7153-6,1,Teatr moment umieszczać,4,Filip Balas,2010,False,989,32,10
978-0-19-276858-2,2,Pojazd wyrażać wzdłuż stado,,Iwo Sosnówka,2012,True,647,46,8
978-1-178-73677-9,3,Łódź przejście polować,,Marianna Heleniak,2019,False,517,23,8
978-0-571-72120-7,1,Nagle pokarm odcinek waga,3,pan Jędrzej Jarkiewicz,1951,True,322,44,4
978-0-13-192611-0,3,Zakończenie burza wróg szyja wobec,,Ida Tolak,1988,True,787,1,7
978-0-251-23850-6,2,Powoli samolot zajęcie Wielka Brytania rejon czarny Azja podczas,1,Andrzej Biesek,1969,False,419,33,7
978-0-588-17322-8,2,Wąż płyn,,pan Kacper Moczko,1950,True,207,27,1
978-0-407-83754-6,1,Zatoka dyskusja,,pani Krystyna Janiszek,1999,False,,38,3
978-1-119-11271-6,1,Technika cierpienie odkryć pijany mówić szereg świątynia,5,pani Ida Szpyt,1971,False,824,10,9
978-1-79763-310-7,1,Składnik środowisko ?,2,Mikołaj Kozień,2017,False,676,23,4
978-0-8103-0802-2,2,Skrzydło termin moment smak filozofia siedem,,pan Miłosz Kumorek,1974,False,284,49,2
978-0-922573-73-8,3,Region pamięć zmęczony włożyć obraz,4,Leonard Muc,1970,True,332,46,9
978-1-5335-7570-8,2,Drzwi no naczynie rola muzyk owad wspaniały zdrowie władca,5,Maurycy Roj,2008,False,654,31,7
978-1-919591-65-0,3,Drobny życie przyszłość chłop,,Antoni Piaseczna,2010,True,,20,10
978-0-7875-3998-6,3,Wakacje sos,,Tola Zięciak,2020,True,738,33,2
978-0-945001-17-1,3,Biskup znów płyta,5,Maksymilian Mleczek,1963,True,,34,1
978-1-156-98556-4,1,Spowodować odpowiedni położony podział,,Nela Doruch,1954,True,312,43,3
978-0-628-39241-1,2,Dziewczynka stanowisko świeży,2,Maurycy Wyciszkiewicz,1974,False,113,1,8
978-1-83276-743-9,1,Dać silny Żyd piwo,1,Przemysław Kurant,1994,True,,12,9
978-0-230-05459-2,2,Gazeta sądzić turecki srebro,,Anita Pachnik,2015,False,117,27,8
978-1-77740-484-0,3,Fala tutaj prawie kwiecień jej,2,pan Nikodem Smykała,2020,True,609,14,4
978-1-238-63012-2,2,Dokonać gospodarka byk zwykły wojskowy dokładny strona,1,Ernest Litwa,1970,False,969,1,6
978-0-258-91061-0,1,Warunek kraj potrzebny skłonność,,Lidia Machniak,1972,True,,37,9
978-1-124-45522-8,2,Podłoga zegar zabawa kultura włosy,5,pan Mariusz Dąbal,1951,True,214,18,3
978-1-4845-5030-4,3,Sprzęt gotowy,3,Olga Knieć,1994,True,527,35,9
978-1-385-20773-4,2,Pokazywać rezultat nie dlaczego czterdzieści,3,pani Agnieszka Janiuk,1975,True,928,34,9
978-1-65424-654-9,2,Dwadzieścia uciec niechęć,5,Jakub Posłuszny,1957,True,645,50,9
978-0-16-541913-8,3,Waluta wybitny wynosić kosztować butelka dwudziesty temat ludzie toponim,1,pan Kazimierz Dorobisz,2019,True,,14,10
978-1-111-70774-3,3,Nad prędkość pomidor wydać,3,pani Klara Wasiuk,2004,True,263,42,8
978-1-01-584480-3,3,Charakter związek nauczycielka,5,Eliza Łyskawa,1989,False,476,23,1
978-0-550-43320-6,1,Budzić dużo mały świecić pani przeciwny,5,pani Anastazja Lipowicz,1956,True,513,26,10
978-0-9694397-2-1,3,Wola parlament dokonywać,,pani Sara Budzich,1990,False,457,48,5
978-0-06-943139-7,2,Jechać oddać,1,Kamil Tyka,2014,True,915,37,9
978-1-79980-632-5,3,Nauczyciel spokojny palić tworzyć różnica zaraz połączenie burza osiem,3,Sonia Tryc,1981,True,796,7,5
978-1-259-30603-7,3,Jajko cmentarz blady wieś sprzęt,,pani Blanka Kuder,1965,True,,1,4
978-1-124-69179-4,2,Ozdobny budzić Polak zakładać gleba cierpieć,4,pan Leonard Gwara,1966,False,548,5,1
978-0-85053-839-7,3,Budynek świat długość ostatni,,Ewelina Bukowiec,2001,True,,34,4
978-0-13-825851-1,2,Ładny informacja akt nazywać spokój kot ziemniak Japonia,4,pan Nikodem Pysz,1977,False,742,9,7
978-0-529-94167-1,2,Szkoda surowy przeszkoda narkotyk,1,Albert Kałwa,1986,True,461,6,10
978-0-13-750312-4,2,Afganistan złożyć,,Cyprian Pasich,1983,False,603,22,10
978-0-19-569572-4,1,Żelazo gniazdo,,Nataniel Maksimowicz,1961,False,161,39,2
978-1-4730-0805-2,3,W Ciągu ? efekt korzyść nadawać,,Olga Kozień,2004,True,768,37,6
978-1-7367836-0-3,1,Środek czas produkować Kościół,4,Kaja Hartman,2015,False,754,15,7
978-0-354-66662-6,1,Stary,,pan Bartek Bobak,1980,True,111,9,8
978-1-932804-69-0,2,Ja słuchać 3 rower ubranie informacja dziewczyna,3,Marianna Samson,1985,False,,30,7
978-1-943240-69-2,3,Człowiek lotniczy,2,pani Nicole Kojder,1986,True,777,2,1
978-0-691-69316-3,1,Wojsko szczęście,2,Emil Wakuła,1965,True,514,42,7
978-1-7341067-6-3,3,Książka międzynarodowy zmęczony kiedyś scena doświadczenie,1,pani Olga Domińczak,2002,True,,46,6
978-0-8230-2730-9,3,Położenie doświadczenie sam wolność jeden lecieć lampa,3,pani Angelika Wysota,1984,True,911,44,6
978-0-03-388522-5,1,Budować skala wykonywać zakon,,Jacek Rorat,1962,False,624,21,10
978-0-7407-2590-6,3,Specjalny studia czwarty zabić małżeństwo,5,Liwia Klorek,2007,False,923,38,10
978-0-01-551800-4,1,Dodatek udział wódka minerał Indie ulegać policja plan przynosić niż,1,pani Blanka Heczko,1964,True,852,19,1
978-1-4728-2206-2,3,Uczeń napisać polski,5,Anastazja Sip,1964,True,859,28,2
978-1-84761-961-7,1,Lekki kąt ryzyko chociaż klub dotyczyć wróg skłonność coś,5,Albert Zemanek,2023,False,756,46,4
978-1-116-29990-8,2,Ostry święto społeczeństwo telewizyjny,2,Malwina Czajor,1987,True,423,21,5
978-0-9528248-9-3,1,Obóz bok gdzie wizyta,3,Witold Mirgos,1956,True,207,5,9
978-0-7588-5745-3,2,Grać szklanka zbierać,5,Jeremi Szykuła,2009,True,382,30,9
978-0-01-173564-1,2,Blisko wszelki zdarzenie miły duch,1,Kazimierz Kieca,1957,False,946,3,5
978-0-7388-2798-8,3,Zwykle zwrot czeski autobus,4,Maksymilian Symonowicz,2006,True,624,18,10
978-1-61153-202-9,2,Niebezpieczeństwo żeński,4,pani Natasza Kózka,1980,True,465,33,8
978-0-10-452157-1,2,Azjatycki 1 wciąż cierpieć,,Adam Pyszka,1972,True,141,5,4
978-1-04-876449-9,1,Reguła aktor butelka,4,Olga Zwara,1998,False,599,18,7
978-0-282-86567-2,3,Biuro sąd moc zewnętrzny powieść jakby królewski mur,5,Borys Fronczyk,1965,True,402,5,5
978-0-339-12856-9,2,Uderzyć starać się język czarny ozdobny,3,Norbert Kwapień,1982,False,949,25,6
978-0-635-26072-7,1,Sytuacja Rzym praca,,Robert Gorgol,2000,False,237,21,3
978-0-521-95023-7,2,Że norma układ okresowy pasmo zmieniać słoń cztery diabeł centralny,5,Sandra Lichoń,2002,False,818,36,9
978-0-581-37779-1,1,Podnosić zgodnie kupować,5,Elżbieta Langier,1985,False,404,23,9
978-1-287-40524-5,1,Kolega krzew chleb kino,3,pan Oliwier Kujawiak,2011,True,694,33,2
978-1-06-643709-2,3,Około powolny pojęcie zwycięstwo który,,Jacek Pietrasiak,1993,False,818,9,3
978-0-405-20632-0,3,Poruszać Się Hiszpania opuścić zajmować się,,Rafał Gregorowicz,1968,False,701,9,5
978-0-411-78758-5,1,Koniec dać się kanał padać,4,Natasza Joszko,1968,False,268,37,10
978-1-84635-126-6,1,Pieniądz tamten,5,Radosław Ogłaza,1951,True,815,3,5
978-0-14-940002-2,2,Łaciński sądowy traktować na zewnątrz zachód byk obóz mięsień główny polować,1,pani Anna Maria Barłóg,1998,True,435,31,8
978-1-102-61556-9,3,Dzień lub ogień staw tablica problem wisieć,1,Marcin Sajewicz,1982,True,323,26,6
978-1-60644-283-8,3,Ksiądz brudny,,Oskar Rykała,2013,True,763,20,10
978-0-562-27028-8,2,Dziwny wydawać się,5,Nicole Furga,1970,True,908,26,3
978-1-69099-396-4,1,Ona dwudziesty pani,3,pani Lidia Kościk,1964,True,842,21,8
978-1-905427-02-4,3,Albo rosnąć wynosić od dziób,4,pani Dorota Bazydło,2021,True,,9,2
978-0-8091-2971-3,3,Grupa wiara,1,Robert Gawliczek,2007,False,486,41,4
978-1-09-897325-4,1,– rachunek szlachetny bezpośrednio historyczny,,Elżbieta Milej,2018,True,439,24,1
978-0-12-155777-5,1,Zamiar wolno jeszcze leczenie surowy waga gwiazdozbiór,4,pan Przemysław Parzonka,2006,True,868,30,4
978-1-309-45861-7,3,Powodować rozwój składać wynosić kto mgła usługa,5,Angelika Lubera,1986,False,,39,8
978-1-152-39786-6,1,Odważny bezpieczeństwo oczekiwać,4,pan Kacper Kubiaczyk,1992,True,,41,9
978-0-07-039499-5,2,Wzrost pałac dłoń mocno,5,Alan Kadela,1953,True,915,6,6
978-1-69648-320-9,3,Poznać budzić 10,3,pani Angelika Domek,1980,True,275,5,2
978-1-58348-782-2,3,Fotografia ziarno właśnie dlatego przejaw urządzenie międzynarodowy,,Ida Rychert,2022,False,577,43,3
978-0-7477-7539-3,1,Zając równy dwudziesty student większy łagodny biały,,Ignacy Piekacz,1961,False,436,50,6
978-0-927262-56-9,1,Zdolność kierunek wyglądać,,Dawid Pikor,2012,False,617,18,6
978-0-14-271987-9,1,Mój dziewiąty zasada zadanie,,Klara Siciarz,2012,False,258,41,8
978-1-58869-505-5,2,Skóra tradycyjny tył,,pani Sylwia Madzia,1975,True,953,36,9
978-0-334-13149-6,3,Przyrząd właściwość urząd brudny program,,Natan Heller,1988,False,564,25,7
978-0-499-90453-9,2,Święto wspomnienie,,pan Fabian Cacko,1972,True,333,37,6
978-0-09-314166-8,2,Przeszłość drzwi rozmowa kłopot liczyć chrześcijański planeta tytuł administracyjny,2,Stanisław Kusik,2021,True,744,36,3
978-1-356-05358-2,2,W Wyniku chodzić żona Jan dzieło kiedyś,,Jacek Labus,1950,True,,10,5
978-1-199-55904-3,1,W Wyniku strój małpa szkło,5,Błażej Pastuszko,2006,True,279,38,8
978-1-5440-4895-6,3,Złapać walka fizyczny wypadek pacjent Żyd położony,1,Marianna Block,1959,False,388,41,8
978-1-58004-722-7,3,Produkować ich wtedy potrafić,,Błażej Kliber,1997,False,837,20,4
978-0-628-45334-1,3,Współczesny stosować samochodowy pożar słońce ból,,Nela Goliszek,1988,False,592,12,7
978-1-363-01612-9,3,Niebo zawodowy,,Iwo Bekus,2017,False,938,49,6
978-0-658-24448-3,3,Słowo może teatr bawić się sześćdziesiąt teatr,4,pan Szymon Jaracz,1980,True,790,47,5
978-0-296-36731-5,1,Studiować kto złoto,5,Klara Saczuk,2015,True,481,40,1
978-1-61025-308-6,2,Literacki inaczej znak reguła wczesny,2,Ada Gendek,1950,False,689,19,7
978-1-56119-934-1,1,Słaby ubranie 0 ssak męski zdjęcie warzywo nazwa,4,Dominik Komisarek,1956,False,690,27,9
978-0-8027-0553-2,3,Ustawa kraina narkotyk opisać,5,Cezary Ławniczek,2023,False,595,32,8
978-0-437-68991-7,3,Klasztor punkt umrzeć,3,Kamila Wołczyk,2020,True,,47,1
978-1-9863-1548-7,3,Instytucja,,Cezary Zegar,1978,True,187,50,2
978-0-286-79342-1,2,Ta rana koń lotniczy bogini pora pierwiastek chemiczny flaga dzień,1,Dariusz Kliber,1999,False,335,6,4
978-1-02-325727-5,1,Pokarm wierzyć granica występować płyta,2,Angelika Bryzek,1977,True,354,13,2
978-0-279-62157-1,1,Wychodzić pasmo wywoływać 1000 przyjaźń nóż dawno róża osiemdziesiąt chłopak,,Fabian Kohnke,1961,False,486,19,10
978-1-875116-21-8,3,Ciąża czasownik się włos,2,Jakub Szlaga,2013,False,878,37,3
978-0-246-53816-1,3,Szkolny masło stopa,,Ksawery Boryczko,1955,True,454,46,8
978-1-00-280607-4,2,Reguła więc szczyt młody,,Maurycy Andziak,2010,False,765,42,6
978-1-4671-8533-2,2,Państwo przyjmować całkiem,4,pan Kazimierz Oleszko,1996,True,980,16,6
978-0-11-848784-9,3,Martwy morski płynąć,1,pan Andrzej Różak,1999,False,742,11,10
978-1-116-95963-5,2,Litera panować odbywać się nagle energia dobry,,Sebastian Ziegler,1977,True,325,8,8
978-0-09-490479-8,1,Szczyt co łąka zupełnie,3,Adam Gotfryd,1983,False,774,17,4
978-1-9778-6579-3,1,Nawet o wykorzystywać śnieg chronić rosnąć żołnierz zaraz,,Ida Borejko,1953,True,263,46,3
978-0-318-49242-1,1,Dwanaście 100 urodzić głęboki jednocześnie trudno zdolny,2,Mariusz Sulik,1984,True,398,15,3
978-1-4167-9527-8,3,Oczywiście gęś grupa określenie cierpieć,,Adrian Paliga,2021,True,372,2,10
978-0-07-714434-0,1,Podawać naturalny handel grecki,4,Wiktor Milcarz,1979,True,527,32,10
978-1-895195-91-0,2,Praca,,Łukasz Semik,1970,True,546,11,10
978-1-4577-0729-2,3,Róża przed rodowity,1,Justyna Kempka,2004,True,972,50,7
978-1-153-38566-4,2,Mecz zapis gdzie Polak uznawać wszystkie zwycięstwo ciepło,,pan Franciszek Drózd,1970,False,765,50,8
978-1-942900-92-4,3,Rzucać obcy,5,Wiktor Feliksiak,1963,False,840,31,8
978-1-60574-628-9,1,Ozdoba 3 na kto,2,Konrad Sznura,1976,False,,46,2
978-0-624-46619-2,2,Maszyna religia,,Tola Bok,2001,False,995,6,5
978-1-360-57733-3,2,Zazwyczaj ze muzeum las,2,Jakub Wośko,1995,False,722,37,2
978-0-04-699591-1,1,Wywodzić Się zająć reakcja urządzenie pierś,2,Mieszko Stanclik,1987,True,466,18,4
978-1-76612-789-7,2,Znak gorący,5,Marcin Łodej,1977,False,729,32,8
978-1-5414-4742-4,1,Wino krzyż 0 Indie psychiczny kapelusz,2,Marcin Misiejuk,1950,True,119,13,3
978-1-187-61516-4,1,Bajka jezioro krew umieszczać czerwony wybitny żart,4,Róża Skup,2003,False,540,11,8
978-1-355-53276-7,3,Dla płyta wzrost,,Jacek Rup,1997,False,608,25,7
978-0-529-55262-4,2,Przyczyna pieśń składać się,,Melania Majak,1971,False,539,31,7
978-0-620-38257-1,3,Do podatek jajo,3,Iwo Joszko,2008,False,,30,5
978-1-06-216398-8,3,Panna Austria powiedzieć czy 30 składnik nic jeśli przyrząd słońce,,Blanka Lorenz,1977,True,969,48,9
978-1-80921-087-6,1,Wiek układ okresowy albo chronić mocz,,Aleksander Maron,2012,False,113,7,4
978-1-173-20227-9,3,Litwa niż zgodnie kto,4,Janina Drywa,2006,False,142,32,9
978-0-259-78800-3,3,Powoli przez wada,2,pan Maurycy Sutor,1981,True,208,21,3
978-1-60000-167-3,1,Model zająć zabawa figura imię metalowy rynek świnia,,Ida Wyrwał,1992,True,330,37,3
978-0-550-19908-9,1,Nazwisko białoruski władca talerz ten,,pani Aurelia Lica,2006,False,767,1,9
